"County Code","County","CO 2nd Max 1-hr","CO 2nd Max 8-hr","NO2 98th Percentile 1-hr","NO2 Mean 1-hr","Ozone 2nd Max 1-hr","Ozone 4th Max 8-hr","SO2 99th Percentile 1-hr","SO2 2nd Max 24-hr","SO2 Mean 1-hr","PM2.5 98th Percentile 24-hr","PM2.5 Weighted Mean 24-hr","PM10 2nd Max 24-hr","PM10 Mean 24-hr","Lead Max 3-Mo Avg"
"55009","Brown County, WI",".",".",".",".","0.08","0.074",".",".",".","39","10.1",".",".","."
"55021","Columbia County, WI",".",".",".",".","0.09","0.082",".",".",".",".",".",".",".","."
"55025","Dane County, WI",".",".",".",".","0.09","0.081",".",".",".","41","11.5","208","20","."
"55027","Dodge County, WI","4","1.2",".",".","0.09","0.078","2","1","0","44","10.1","193","17","."
"55029","Door County, WI",".",".",".",".","0.09","0.073",".",".",".",".",".",".",".","."
"55035","Eau Claire County, WI",".",".",".",".","0.08","0.074",".",".",".","41","10.1","96","18","."
"55039","Fond du Lac County, WI",".",".",".",".","0.08","0.071",".",".",".",".",".",".",".","."
"55041","Forest County, WI",".",".",".",".","0.08","0.072","2","1","1","37","8.1",".",".","."
"55043","Grant County, WI",".",".",".",".",".",".",".",".",".","35","11.1",".",".","."
"55053","Jackson County, WI",".",".",".",".",".",".",".",".",".","35","8",".",".","."
"55055","Jefferson County, WI",".",".",".",".","0.09","0.079",".",".",".",".",".",".",".","."
"55059","Kenosha County, WI","1.1","0.9",".",".","0.11","0.084",".",".",".","27","9.4",".",".","."
"55061","Kewaunee County, WI",".",".",".",".","0.1","0.075",".",".",".",".",".",".",".","."
"55063","La Crosse County, WI",".",".",".",".","0.08","0.076",".",".",".","35","9.7",".",".","."
"55071","Manitowoc County, WI",".",".",".",".","0.09","0.069",".",".",".",".",".",".",".","."
"55073","Marathon County, WI",".",".",".",".","0.09","0.075",".",".",".",".",".",".",".","."
"55079","Milwaukee County, WI","1.4","1.2","46","11","0.1","0.076","3","2","0","35","11.7","209","20","."
"55081","Monroe County, WI",".",".",".",".",".",".",".",".",".","29","8.4",".",".","."
"55085","Oneida County, WI",".",".",".",".",".",".","2","2","1",".",".",".",".","."
"55087","Outagamie County, WI",".",".",".",".","0.08","0.072","26","9","1","47","11",".",".","."
"55089","Ozaukee County, WI",".",".",".",".","0.11","0.077",".",".",".","30","9",".",".","."
"55101","Racine County, WI",".",".",".",".","0.11","0.076",".",".",".",".",".",".",".","."
"55105","Rock County, WI",".",".",".",".","0.1","0.084",".",".",".",".",".",".",".","."
"55111","Sauk County, WI",".",".",".",".","0.09","0.076",".",".",".","39","9.9","153","17","."
"55117","Sheboygan County, WI",".",".",".",".","0.1","0.082",".",".",".",".",".",".",".","."
"55119","Taylor County, WI",".",".",".",".","0.08","0.072",".",".",".","38","8.8",".",".","."
"55125","Vilas County, WI",".",".",".",".","0.08","0.073",".",".",".","33","7.5",".",".","."
"55127","Walworth County, WI",".",".",".",".","0.09","0.082",".",".",".",".",".",".",".","."
"55133","Waukesha County, WI",".",".",".",".","0.09","0.08",".",".",".","40","11.6",".",".","."
"56001","Albany County, WY",".",".",".",".","0.07","0.065",".",".",".","8","2.9","195","32","."
"56003","Big Horn County, WY",".",".",".",".","0.07","0.058",".",".",".",".",".",".",".","."
"56005","Campbell County, WY",".",".","8","1","0.07","0.06",".",".",".","34","5.9","129","28","."
"56007","Carbon County, WY",".",".","27","3",".",".","6","2","1",".",".",".",".","."
"56009","Converse County, WY","0.5","0.5","14","1","0.06","0.058",".",".",".",".",".","111","17","."
"56013","Fremont County, WY",".",".","28","4","0.07","0.065","124","19","2","20","6.3","46","10","."
"56019","Johnson County, WY",".",".","4","1","0.06","0.057",".",".",".",".",".","60","7","."
"56021","Laramie County, WY","0.4","0.3","29","3","0.07","0.062","1","0","0","15","5.3",".",".","."
"56023","Lincoln County, WY",".",".","47","5","0.07","0.065","5","1","0","6","2.2","44","11","."
"56025","Natrona County, WY",".",".","34","4","0.06","0.058","7","2","1","13","3.1",".",".","."
"56029","Park County, WY",".",".",".",".",".",".",".",".",".","12","3.3",".",".","."
"56031","Platte County, WY",".",".",".",".",".",".",".",".",".",".",".","335","26","."
"56033","Sheridan County, WY",".",".",".",".","0.07","0.06",".",".",".","24","6.8","60","18","."
"56035","Sublette County, WY",".",".","17","2","0.08","0.072",".",".",".","9","3.4","27","7","."
"56037","Sweetwater County, WY",".",".","13","3","0.09","0.076","15","4","2","11","3.7","106","17","."
"56039","Teton County, WY","0.5","0.3",".","1","0.07","0.06",".",".",".","10","2.8","50","11","."
"56045","Weston County, WY",".",".",".",".","0.07","0.062","3","2","1",".",".",".",".","."
"72021","Bayamon Municipio, PR","1","0.6",".",".",".",".",".",".",".",".",".",".",".","."
"72025","Caguas Municipio, PR","8.6","1.6",".",".",".",".",".",".",".",".",".",".",".","."
"72033","Catano Municipio, PR",".",".",".",".",".",".","0","0","0",".",".",".",".","."
"72053","Fajardo Municipio, PR",".",".",".",".",".",".",".",".",".","20","6.9",".",".","."
"72057","Guayama Municipio, PR",".",".",".",".",".",".",".",".",".",".",".","62","20","."
"72061","Guaynabo Municipio, PR",".",".",".",".",".",".",".",".",".",".",".","67","25","."
"72113","Ponce Municipio, PR","2.9","0.8",".",".",".",".",".",".",".",".",".",".",".","."
